,Shipment_ID,Source_City,Destination_City,Food_Product,Vehicle_Type,Road_Type,Weather_Condition,Distance_km,Shipment_Weight_kg,Fuel_Price_INR_per_litre,Avg_Speed_kmph,Transit_Time_hours,Refrigeration_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Maintenance_Cost_INR,Total_Transportation_Cost_INR,Max_Allowable_Time_hours,Cost_per_km,Delay_Hours,Delay_Ratio,Shelf_Life_Utilization,Fuel_Cost_Index,Perishability_Risk_Index
1459,SHP01460,Indore,Chandigarh,Curd,Refrigerated Truck,Urban Road,Rainy,1487,12558,114.24,30,42.88,8333.98,2707.91,2640.91,1194.39,94849.7,47,63.78594485541358,0.0,0.0,0.912340425531915,169874.88,0.4561702127659575
1460,SHP01461,Bhubaneswar,Raipur,Ready-to-Eat Meals,Refrigerated Truck,State Highway,Clear,451,3329,101.34,60,37.9,8892.05,3901.64,1719.77,3905.9,116027.87,24,257.2680044345898,13.9,0.366754617414248,1.5791666666666666,45704.34,0.9729606420404572
1461,SHP01462,Hyderabad,Kolkata,Fresh Fruits,Refrigerated Truck,State Highway,Rainy,1801,18125,101.92,38,61.85,8572.52,700.88,2587.5,2959.25,49068.62,62,27.24520821765686,0.0,0.0,0.9975806451612904,183557.92,0.4987903225806451
1462,SHP01463,Bhubaneswar,Bhopal,Fish,Non-Refrigerated Truck,National Highway,Hot,927,5548,112.05,55,55.82,6476.43,3575.06,7289.06,2871.91,38595.91,26,41.63528586839267,29.82,0.5342171264779649,2.146923076923077,103870.35,1.340570101700521
1463,SHP01464,Bengaluru,Pune,Fresh Fruits,Mini Van,National Highway,Hot,1663,3795,106.26,35,26.17,14810.03,4501.06,4384.69,3699.91,116935.73,43,70.31613349368611,0.0,0.0,0.6086046511627907,176710.38,0.3043023255813953
1464,SHP01465,Jaipur,Ranchi,Curd,Mini Van,National Highway,Rainy,1395,10076,112.97,31,46.57,13357.05,1210.19,4762.93,1571.87,63219.52,62,45.3186523297491,0.0,0.0,0.7511290322580645,157593.15,0.3755645161290322
1465,SHP01466,Chennai,Delhi,Paneer,Non-Refrigerated Truck,State Highway,Rainy,956,16013,99.37,56,16.61,9350.1,4093.71,6185.83,1963.23,25031.5,29,26.18357740585774,0.0,0.0,0.5727586206896551,94997.72,0.2863793103448275
1466,SHP01467,Lucknow,Bhopal,Milk,Non-Refrigerated Truck,Urban Road,Foggy,395,18272,114.28,30,7.6,9892.21,4475.98,7049.68,1911.49,106323.81,21,269.1742025316456,0.0,0.0,0.3619047619047619,45140.6,0.1809523809523809
1467,SHP01468,Chennai,Delhi,Meat,Refrigerated Truck,National Highway,Rainy,1145,12342,101.19,59,71.31,10856.6,521.82,1161.95,730.41,17036.0,20,14.878602620087335,51.31,0.7195344271490675,3.5655,115862.55,2.142517213574534
1468,SHP01469,Patna,Chandigarh,Fish,Mini Van,National Highway,Clear,1856,18705,104.35,47,54.13,9253.6,4798.34,1871.75,1367.7,64582.41,14,34.79655711206897,40.13,0.741363384444855,3.866428571428572,193673.6,2.303895977936713
1469,SHP01470,Delhi,Hyderabad,Ready-to-Eat Meals,Non-Refrigerated Truck,Urban Road,Hot,1950,8976,87.48,63,67.29,10759.06,2610.61,3991.7,2904.13,92254.03,40,47.30975897435897,27.290000000000006,0.4055580323970872,1.6822500000000002,170586.0,1.0439040161985438
1470,SHP01471,Pune,Chennai,Curd,Non-Refrigerated Truck,State Highway,Hot,1726,1095,103.35,50,60.57,12339.19,2397.87,2396.14,445.33,106112.93,26,61.47910196987253,34.57,0.5707445930328545,2.3296153846153844,178382.09999999998,1.4501799888241194
1471,SHP01472,Indore,Indore,Ready-to-Eat Meals,Mini Van,State Highway,Clear,257,11575,108.03,30,33.11,14679.22,3092.38,4321.14,2010.19,14437.94,60,56.17875486381323,0.0,0.0,0.5518333333333333,27763.71,0.2759166666666666
1472,SHP01473,Raipur,Bengaluru,Fresh Vegetables,Refrigerated Truck,Urban Road,Rainy,1415,13313,98.18,61,62.58,12811.47,1225.77,5302.95,2977.8,82998.26,66,58.656014134275615,0.0,0.0,0.948181818181818,138924.7,0.474090909090909
1473,SHP01474,Bengaluru,Jaipur,Fish,Refrigerated Truck,National Highway,Foggy,1106,13664,100.07,63,57.5,2375.62,3385.4,4431.24,3022.03,97911.57,20,88.52764014466547,37.5,0.6521739130434783,2.875,110677.42,1.7635869565217392
1474,SHP01475,Kolkata,Indore,Fish,Refrigerated Truck,Urban Road,Hot,1455,9754,96.8,43,21.56,8422.8,4082.52,5755.44,3687.38,76711.9,42,52.72295532646048,0.0,0.0,0.5133333333333333,140844.0,0.2566666666666666
1475,SHP01476,Indore,Lucknow,Fresh Vegetables,Mini Van,State Highway,Foggy,1459,12040,114.07,34,46.36,9662.68,1747.26,1134.17,2373.4,34446.89,43,23.609931459904043,3.3599999999999994,0.0724762726488351,1.0781395348837208,166428.12999999998,0.575307903766278
1476,SHP01477,Bhubaneswar,Bengaluru,Fish,Non-Refrigerated Truck,State Highway,Hot,1038,7155,99.3,65,24.74,4353.18,1426.42,4791.85,1067.35,83273.32,16,80.22477842003855,8.739999999999998,0.353274050121261,1.54625,103073.4,0.9497620250606305
1477,SHP01478,Raipur,Bengaluru,Fresh Fruits,Non-Refrigerated Truck,National Highway,Foggy,211,13994,88.79,61,19.91,7395.08,4592.18,6039.59,3152.42,109144.76,32,517.2737440758293,0.0,0.0,0.6221875,18734.69,0.31109375
1478,SHP01479,Jaipur,Jaipur,Fresh Vegetables,Non-Refrigerated Truck,National Highway,Hot,2113,8377,85.87,38,9.56,14024.04,2444.21,7976.52,2171.25,111835.21,14,52.92721722669191,0.0,0.0,0.6828571428571429,181443.31,0.3414285714285714
1479,SHP01480,Kolkata,Raipur,Paneer,Non-Refrigerated Truck,Urban Road,Foggy,295,13551,108.17,64,40.93,4255.26,3218.48,1736.48,3312.11,86846.15,60,294.3937288135593,0.0,0.0,0.6821666666666667,31910.15,0.3410833333333333
1480,SHP01481,Mumbai,Lucknow,Fresh Vegetables,Mini Van,State Highway,Rainy,1119,7384,101.43,54,30.68,5100.64,4305.61,1081.39,1116.17,31098.87,59,27.79166219839142,0.0,0.0,0.52,113500.17,0.26
1481,SHP01482,Kolkata,Delhi,Paneer,Refrigerated Truck,State Highway,Rainy,1121,15308,85.08,40,9.99,13670.19,3641.53,3034.84,326.59,30382.86,55,27.10335414808207,0.0,0.0,0.1816363636363636,95374.68,0.0908181818181818
1482,SHP01483,Mumbai,Ranchi,Milk,Refrigerated Truck,Urban Road,Clear,1777,13253,96.48,42,52.85,1868.3,1744.5,3301.58,1338.6,46879.69,47,26.38136747326956,5.850000000000001,0.1106906338694418,1.124468085106383,171444.96000000002,0.6175793594879124
1483,SHP01484,Patna,Patna,Cheese,Refrigerated Truck,National Highway,Clear,1527,11852,112.42,59,53.17,13262.41,298.24,6657.29,976.81,26759.26,38,17.52407334643091,15.170000000000002,0.2853112657513635,1.3992105263157897,171665.34,0.8422608960335765
1484,SHP01485,Mumbai,Raipur,Fish,Refrigerated Truck,State Highway,Foggy,1262,13089,113.43,63,20.0,4905.39,2450.73,2761.13,2954.44,32048.79,22,25.395237717908085,0.0,0.0,0.9090909090909092,143148.66,0.4545454545454545
1485,SHP01486,Kolkata,Bhopal,Meat,Non-Refrigerated Truck,State Highway,Foggy,1804,7787,86.61,61,69.0,7727.32,1392.64,2723.95,2157.18,30477.41,19,16.894351441241685,50.0,0.7246376811594203,3.631578947368421,156244.44,2.1781083142639206
1486,SHP01487,Hyderabad,Delhi,Meat,Non-Refrigerated Truck,National Highway,Hot,1530,17579,88.7,59,56.89,9821.32,2213.87,7093.08,1683.13,16621.4,64,10.863660130718957,0.0,0.0,0.88890625,135711.0,0.444453125
1487,SHP01488,Pune,Ahmedabad,Cheese,Mini Van,State Highway,Clear,1837,15553,85.15,47,58.76,9873.54,2400.26,4004.0,584.95,65836.12,26,35.8389330430049,32.76,0.5575221238938053,2.26,156420.55000000002,1.4087610619469024
1488,SHP01489,Lucknow,Bengaluru,Frozen Peas,Refrigerated Truck,National Highway,Clear,1022,19928,111.06,68,4.25,14709.72,4355.49,5605.75,1089.62,36962.32,24,36.16665362035225,0.0,0.0,0.1770833333333333,113503.32,0.0885416666666666
1489,SHP01490,Indore,Hyderabad,Fresh Fruits,Non-Refrigerated Truck,Urban Road,Hot,1862,18830,87.13,32,70.53,1004.22,3880.49,2456.27,3734.86,119363.9,19,64.10520945220193,51.53,0.7306110874805047,3.712105263157895,162236.06,2.2213581753191995
1490,SHP01491,Chennai,Nagpur,Fish,Non-Refrigerated Truck,National Highway,Foggy,165,14951,88.24,36,71.34,10705.33,1140.52,5215.09,1062.66,53223.51,46,322.5667272727273,25.340000000000003,0.3552004485562097,1.5508695652173914,14559.6,0.9530350068868004
1491,SHP01492,Bhopal,Chandigarh,Fish,Non-Refrigerated Truck,National Highway,Clear,62,19606,91.83,68,38.49,12761.46,1716.48,7261.74,2445.43,78121.32,57,1260.0212903225809,0.0,0.0,0.6752631578947369,5693.46,0.3376315789473684
1492,SHP01493,Bhubaneswar,Hyderabad,Cheese,Refrigerated Truck,Urban Road,Foggy,1325,15235,112.52,63,70.98,9030.77,3001.49,6119.52,3337.68,114242.11,51,86.22046037735849,19.980000000000004,0.2814877430262046,1.391764705882353,149089.0,0.8366262244542788
1493,SHP01494,Ahmedabad,Chandigarh,Paneer,Non-Refrigerated Truck,State Highway,Rainy,965,10375,105.65,37,45.63,14648.01,2914.21,1976.8,1376.71,96469.46,15,99.96835233160624,30.630000000000003,0.6712689020381328,3.0420000000000003,101952.25,1.8566344510190669
1494,SHP01495,Patna,Bhopal,Fresh Fruits,Refrigerated Truck,State Highway,Foggy,942,18690,103.51,61,13.11,6556.16,2819.34,1921.54,3266.39,98559.16,66,104.62755838641188,0.0,0.0,0.1986363636363636,97506.42,0.0993181818181818
1495,SHP01496,Delhi,Indore,Curd,Refrigerated Truck,National Highway,Rainy,266,8801,108.54,69,59.37,11373.0,4770.89,1712.89,1498.21,112775.68,20,423.9687218045112,39.37,0.663129526696985,2.9685,28871.640000000003,1.8158147633484925
1496,SHP01497,Chennai,Mumbai,Meat,Mini Van,National Highway,Rainy,343,10939,105.8,43,41.95,10452.34,3524.96,7433.08,2428.75,102371.54,45,298.4593002915452,0.0,0.0,0.9322222222222224,36289.4,0.4661111111111111
1497,SHP01498,Ahmedabad,Chennai,Curd,Mini Van,Urban Road,Hot,1239,3139,107.38,34,27.28,954.76,666.07,5268.45,1342.44,107672.68,12,86.90288942695722,15.28,0.560117302052786,2.273333333333333,133043.82,1.4167253176930596
1498,SHP01499,Kolkata,Kolkata,Fresh Vegetables,Refrigerated Truck,Urban Road,Hot,1216,15598,87.21,36,20.06,8515.47,4714.29,1121.68,2431.51,109858.71,37,90.34433388157896,0.0,0.0,0.5421621621621622,106047.36,0.2710810810810811
1499,SHP01500,Ranchi,Raipur,Paneer,Refrigerated Truck,State Highway,Rainy,547,14031,102.69,39,39.28,4283.32,2423.42,6870.07,1080.48,61798.31,43,112.97680073126142,0.0,0.0,0.9134883720930232,56171.43,0.4567441860465116
1500,SHP01501,Lucknow,Hyderabad,Frozen Peas,Refrigerated Truck,State Highway,Hot,1026,4383,107.6,49,51.04,8166.87,2986.76,3285.71,3292.17,23408.89,45,22.815682261208572,6.039999999999999,0.1183385579937303,1.1342222222222222,110397.6,0.6262803901079763
1501,SHP01502,Indore,Pune,Curd,Non-Refrigerated Truck,Urban Road,Clear,799,19648,101.97,50,63.64,13319.08,4133.56,5733.81,2078.28,100625.99,39,125.93991239048812,24.64,0.3871778755499686,1.6317948717948718,81474.03,1.0094863736724202
1502,SHP01503,Nagpur,Patna,Meat,Non-Refrigerated Truck,National Highway,Clear,753,11174,85.35,57,44.71,9636.83,1223.78,6963.0,3693.87,101842.86,26,135.24948207171315,18.71,0.4184746141802729,1.7196153846153843,64268.55,1.0690449993978288
1503,SHP01504,Nagpur,Chandigarh,Meat,Non-Refrigerated Truck,Urban Road,Foggy,318,4489,91.33,58,32.24,9111.39,2657.22,6277.25,2630.76,71803.36,63,225.79672955974843,0.0,0.0,0.5117460317460317,29042.94,0.2558730158730158
1504,SHP01505,Mumbai,Chennai,Meat,Mini Van,State Highway,Rainy,1610,12497,113.89,35,46.99,10250.37,4325.07,6751.43,3363.31,94677.13,34,58.80567080745342,12.990000000000002,0.2764417961268355,1.3820588235294118,183362.9,0.8292503098281236
1505,SHP01506,Bengaluru,Hyderabad,Milk,Refrigerated Truck,National Highway,Foggy,1061,1091,106.14,67,37.79,8160.6,3735.79,6629.82,3445.9,110035.99,26,103.709698397738,11.79,0.3119872982270442,1.4534615384615384,112614.54,0.8827244183442913
1506,SHP01507,Bengaluru,Mumbai,Fish,Non-Refrigerated Truck,Urban Road,Rainy,2185,12902,105.66,32,48.34,6992.96,1882.63,2043.8,2247.36,66290.69,28,30.338988558352405,20.340000000000003,0.4207695490277203,1.7264285714285716,230867.1,1.073599060228146
1507,SHP01508,Hyderabad,Nagpur,Curd,Non-Refrigerated Truck,State Highway,Rainy,1193,8716,104.81,66,45.41,5929.32,3028.2,3713.63,2950.32,65793.34,34,55.14948868398994,11.409999999999997,0.2512662409160977,1.3355882352941175,125038.33,0.7934272381051076
1508,SHP01509,Bhopal,Jaipur,Fresh Vegetables,Mini Van,National Highway,Foggy,1298,5898,88.83,46,70.55,10651.08,238.55,7400.18,2356.08,109085.06,22,84.04087827426811,48.55,0.6881644223954642,3.2068181818181816,115301.34,1.947491302106823
1509,SHP01510,Jaipur,Bhubaneswar,Curd,Mini Van,National Highway,Foggy,812,11032,85.12,62,46.31,11748.13,427.04,1656.46,383.99,67592.95,47,83.24254926108374,0.0,0.0,0.9853191489361702,69117.44,0.4926595744680851
1510,SHP01511,Patna,Indore,Fresh Vegetables,Refrigerated Truck,National Highway,Foggy,772,5839,98.22,39,50.99,6636.97,744.51,7835.12,2957.28,99133.82,60,128.41168393782385,0.0,0.0,0.8498333333333333,75825.84,0.4249166666666666
1511,SHP01512,Nagpur,Bhopal,Meat,Refrigerated Truck,National Highway,Foggy,1455,4399,98.33,66,64.68,1134.08,3533.36,2585.29,3976.16,100551.82,57,69.10778006872853,7.680000000000007,0.1187384044526902,1.1347368421052633,143070.15,0.6267376232789768
1512,SHP01513,Pune,Indore,Fresh Fruits,Non-Refrigerated Truck,National Highway,Clear,2108,10122,109.35,62,66.09,8375.64,3176.38,5325.88,3518.99,41669.24,32,19.76719165085389,34.09,0.5158117718262974,2.0653125,230509.8,1.2905621359131487
1513,SHP01514,Mumbai,Indore,Fresh Vegetables,Non-Refrigerated Truck,Urban Road,Rainy,488,10260,90.45,57,13.58,8817.64,4597.45,3289.42,494.78,119715.39,42,245.31842213114757,0.0,0.0,0.3233333333333333,44139.6,0.1616666666666666
1514,SHP01515,Pune,Bhubaneswar,Paneer,Non-Refrigerated Truck,National Highway,Hot,364,7337,93.25,52,34.86,7445.48,3601.08,7879.2,3757.1,101572.78,31,279.0460989010989,3.86,0.1107286288009179,1.124516129032258,33943.0,0.617622378916588
1515,SHP01516,Hyderabad,Jaipur,Fish,Non-Refrigerated Truck,Urban Road,Rainy,2162,15386,87.35,39,68.11,5718.96,2218.89,4671.88,1043.35,89395.96,39,41.34873265494912,29.11,0.4273968580237851,1.7464102564102564,188850.7,1.0869035572170207
1516,SHP01517,Raipur,Raipur,Fish,Non-Refrigerated Truck,National Highway,Clear,950,9804,97.0,37,69.26,13490.81,4361.32,2046.71,501.84,49402.59,33,52.00272631578947,36.260000000000005,0.5235345076523246,2.098787878787879,92150.0,1.311161193220102
1517,SHP01518,Mumbai,Ranchi,Milk,Mini Van,State Highway,Rainy,641,12890,92.68,45,16.92,7476.2,405.19,6927.33,343.18,24155.43,32,37.68397815912637,0.0,0.0,0.52875,59407.880000000005,0.264375
1518,SHP01519,Chennai,Raipur,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Clear,1541,18760,92.89,61,34.17,12085.05,248.56,3810.86,1864.55,44198.75,50,28.68186242699546,0.0,0.0,0.6834,143143.49,0.3417
1519,SHP01520,Bengaluru,Ahmedabad,Curd,Mini Van,Urban Road,Rainy,694,14510,92.62,54,22.95,9747.08,1401.44,6963.84,1412.81,15293.81,49,22.037190201729107,0.0,0.0,0.4683673469387755,64278.280000000006,0.2341836734693877
1520,SHP01521,Bengaluru,Chandigarh,Cheese,Refrigerated Truck,State Highway,Clear,244,17042,91.95,66,57.77,11912.33,812.52,4104.63,960.51,104618.7,66,428.7651639344262,0.0,0.0,0.8753030303030304,22435.8,0.4376515151515152
1521,SHP01522,Delhi,Mumbai,Milk,Refrigerated Truck,State Highway,Hot,1487,1233,94.59,44,61.95,13226.17,1497.13,7531.01,619.93,92968.49,29,62.52084061869537,32.95,0.5318805488297014,2.136206896551724,140655.33000000002,1.3340437226907127
1522,SHP01523,Ahmedabad,Ahmedabad,Cheese,Refrigerated Truck,Urban Road,Hot,1959,2528,101.1,45,35.91,4028.44,1666.87,1388.44,1621.75,32603.88,35,16.64312404287902,0.9099999999999966,0.0253411306042884,1.0259999999999998,198054.9,0.5256705653021441
1523,SHP01524,Indore,Indore,Ready-to-Eat Meals,Mini Van,State Highway,Hot,50,17648,98.13,46,49.94,12515.77,2386.13,7883.83,1146.24,28335.66,41,566.7132,8.939999999999998,0.1790148177813375,1.2180487804878048,4906.5,0.6985317991345712
1524,SHP01525,Kolkata,Delhi,Fish,Non-Refrigerated Truck,Urban Road,Hot,417,15712,86.9,56,63.16,10955.99,3130.95,4247.81,2660.51,33705.48,53,80.8284892086331,10.159999999999997,0.1608613046231791,1.191698113207547,36237.3,0.6762797089153632
1525,SHP01526,Bhopal,Bhopal,Paneer,Refrigerated Truck,National Highway,Clear,1996,691,97.78,55,52.25,8635.56,1891.99,3583.96,1694.28,52997.0,49,26.551603206412825,3.25,0.062200956937799,1.066326530612245,195168.88,0.564263743775022
1526,SHP01527,Patna,Raipur,Meat,Refrigerated Truck,National Highway,Rainy,339,7637,110.39,37,14.64,8401.97,4842.76,1292.15,1964.91,61204.14,45,180.543185840708,0.0,0.0,0.3253333333333333,37422.21,0.1626666666666666
1527,SHP01528,Chandigarh,Nagpur,Meat,Mini Van,Urban Road,Hot,849,17984,88.02,40,52.42,5015.59,2800.05,2595.55,3136.22,14549.57,67,17.137302709069495,0.0,0.0,0.7823880597014926,74728.98,0.3911940298507463
1528,SHP01529,Lucknow,Nagpur,Fresh Vegetables,Mini Van,National Highway,Hot,284,16714,113.33,56,14.81,8339.22,4405.92,3188.01,1590.77,13787.53,68,48.547640845070426,0.0,0.0,0.2177941176470588,32185.72,0.1088970588235294
1529,SHP01530,Chennai,Ranchi,Milk,Non-Refrigerated Truck,State Highway,Rainy,1303,9472,94.26,38,48.45,6073.07,4051.19,6097.13,912.52,45153.03,27,34.65313123561013,21.450000000000003,0.4427244582043344,1.7944444444444445,122820.78,1.1185844513243894
1530,SHP01531,Nagpur,Raipur,Ready-to-Eat Meals,Non-Refrigerated Truck,National Highway,Rainy,1503,17677,85.44,40,26.68,13387.74,430.8,5881.71,1390.84,77522.94,50,51.57880239520959,0.0,0.0,0.5336,128416.32,0.2668
1531,SHP01532,Ranchi,Hyderabad,Paneer,Refrigerated Truck,National Highway,Foggy,245,11472,92.59,36,7.84,8940.1,2462.79,7198.37,2813.93,83601.41,59,341.2302448979592,0.0,0.0,0.1328813559322033,22684.55,0.0664406779661016
1532,SHP01533,Lucknow,Pune,Meat,Mini Van,State Highway,Rainy,1540,8782,87.09,57,19.4,4835.93,4071.08,7577.98,736.97,83027.29,37,53.91382467532467,0.0,0.0,0.5243243243243243,134118.6,0.2621621621621621
1533,SHP01534,Lucknow,Delhi,Fresh Vegetables,Non-Refrigerated Truck,State Highway,Rainy,839,7211,101.99,59,35.85,2593.43,4551.81,6087.35,2723.84,65000.77,18,77.4741001191895,17.85,0.497907949790795,1.9916666666666667,85569.61,1.2447873082287308
1534,SHP01535,Indore,Patna,Curd,Non-Refrigerated Truck,National Highway,Rainy,403,2141,94.49,65,71.59,10562.78,3237.7,5833.02,2988.8,115104.75,13,285.6197270471464,58.59,0.8184103925129208,5.506923076923077,38079.47,3.162666734717999
1535,SHP01536,Jaipur,Bhubaneswar,Fish,Non-Refrigerated Truck,National Highway,Foggy,862,3858,109.21,38,21.39,10138.38,4673.76,7296.46,2682.74,92054.68,15,106.79197215777262,6.390000000000001,0.2987377279102384,1.426,94139.02,0.8623688639551192
1536,SHP01537,Delhi,Bhopal,Curd,Mini Van,National Highway,Rainy,1758,4356,106.98,64,70.56,5720.78,3383.9,1916.62,1644.15,61008.41,19,34.70330489192264,51.56,0.7307256235827665,3.713684210526316,188070.84,2.2222049170545413
1537,SHP01538,Bengaluru,Mumbai,Fish,Mini Van,Urban Road,Clear,884,9127,99.06,42,28.77,2851.51,1200.63,1541.69,2718.17,58564.04,64,66.24891402714933,0.0,0.0,0.44953125,87569.04000000001,0.224765625
1538,SHP01539,Ahmedabad,Patna,Curd,Mini Van,Urban Road,Hot,1581,2416,101.82,33,69.28,10884.6,2880.82,5953.89,3375.65,67119.2,52,42.453636938646426,17.28,0.2494226327944572,1.3323076923076924,160977.41999999998,0.7908651625510749
1539,SHP01540,Chandigarh,Indore,Fresh Vegetables,Mini Van,National Highway,Clear,454,15751,103.26,39,69.02,4420.72,3828.77,3167.92,1467.1,44316.08,18,97.61251101321588,51.02,0.7392060272384816,3.834444444444444,46880.04,2.286825235841463
1540,SHP01541,Indore,Patna,Paneer,Mini Van,National Highway,Foggy,1775,16930,93.12,55,13.72,12999.15,3398.84,3969.56,1294.32,108353.73,16,61.044354929577466,0.0,0.0,0.8575,165288.0,0.42875
1541,SHP01542,Delhi,Bhubaneswar,Milk,Refrigerated Truck,State Highway,Foggy,139,2854,89.18,32,60.35,11030.33,600.18,5254.91,3841.35,64558.55,19,464.4500000000001,41.35,0.6851698425849213,3.1763157894736844,12396.02,1.9307428160293028
1542,SHP01543,Chandigarh,Nagpur,Fish,Refrigerated Truck,National Highway,Foggy,1455,16997,96.3,46,39.18,13439.7,1337.66,7655.36,3597.33,79329.55,25,54.52202749140893,14.18,0.3619193466054109,1.5672,140116.5,0.9645596733027054
1543,SHP01544,Bengaluru,Hyderabad,Ready-to-Eat Meals,Mini Van,National Highway,Foggy,1016,1581,87.85,56,50.66,14776.59,3501.45,7114.14,1298.76,30056.01,67,29.58268700787401,0.0,0.0,0.7561194029850746,89255.59999999999,0.3780597014925373
1544,SHP01545,Patna,Indore,Cheese,Refrigerated Truck,Urban Road,Foggy,1374,11994,94.45,51,56.77,5444.72,2735.91,6137.9,931.72,35673.94,13,25.96356622998545,43.77,0.7710058129293641,4.366923076923078,129774.3,2.568964444926221
1545,SHP01546,Bengaluru,Hyderabad,Paneer,Mini Van,Urban Road,Hot,1515,14590,101.58,65,12.47,7808.92,348.08,4014.98,1865.72,112112.64,58,74.00174257425742,0.0,0.0,0.215,153893.7,0.1075
1546,SHP01547,Indore,Jaipur,Paneer,Refrigerated Truck,Urban Road,Rainy,1667,13823,101.2,37,58.33,6354.75,3744.1,6548.92,2170.05,11112.47,34,6.66614877024595,24.33,0.4171095491170924,1.7155882352941176,168700.4,1.066348892205605
1547,SHP01548,Bengaluru,Kolkata,Fresh Vegetables,Refrigerated Truck,State Highway,Clear,1458,15552,88.62,62,24.59,1625.12,581.27,2258.89,922.81,44220.02,65,30.329231824417008,0.0,0.0,0.3783076923076923,129207.96,0.1891538461538461
1548,SHP01549,Raipur,Raipur,Cheese,Non-Refrigerated Truck,National Highway,Clear,1575,2089,85.25,55,53.8,6372.06,1087.18,6653.37,390.68,62005.23,14,39.3684,39.8,0.7397769516728624,3.8428571428571434,134268.75,2.2913170472650024
1549,SHP01550,Raipur,Mumbai,Frozen Peas,Mini Van,Urban Road,Rainy,1322,5355,87.67,60,43.01,6935.06,4541.49,4326.77,3328.35,43366.75,61,32.80389561270802,0.0,0.0,0.7050819672131147,115899.74,0.3525409836065573
1550,SHP01551,Indore,Ranchi,Paneer,Refrigerated Truck,State Highway,Foggy,1745,10129,86.08,40,50.56,3014.23,1712.35,2830.96,3721.1,47259.31,69,27.082699140401147,0.0,0.0,0.7327536231884059,150209.6,0.3663768115942029
1551,SHP01552,Patna,Nagpur,Ready-to-Eat Meals,Refrigerated Truck,National Highway,Rainy,802,6530,97.01,58,46.36,13308.03,364.58,4245.71,555.1,119800.9,29,149.37768079800497,17.36,0.3744607420189819,1.5986206896551725,77802.02,0.9865407158370773
1552,SHP01553,Patna,Ahmedabad,Paneer,Non-Refrigerated Truck,National Highway,Foggy,765,2025,96.69,58,59.11,4740.34,283.65,6520.81,3410.15,71889.87,29,93.9736862745098,30.11,0.5093892742344781,2.0382758620689656,73967.84999999999,1.2738325681517215
1553,SHP01554,Hyderabad,Nagpur,Fresh Fruits,Refrigerated Truck,State Highway,Hot,1999,14459,92.25,67,64.83,11499.42,4690.62,5601.81,1936.69,64656.34,35,32.34434217108554,29.83,0.4601264846521672,1.8522857142857143,184407.75,1.1562060994689407
1554,SHP01555,Indore,Mumbai,Fish,Non-Refrigerated Truck,National Highway,Clear,1222,13143,91.46,66,34.54,1605.91,1988.1,1958.77,959.25,53644.39,24,43.89884615384615,10.54,0.3051534452808338,1.4391666666666667,111764.12,0.8721600559737502
1555,SHP01556,Bhubaneswar,Ranchi,Meat,Refrigerated Truck,State Highway,Clear,524,5095,96.89,44,30.67,936.28,3181.64,5840.32,1729.22,94376.44,58,180.10770992366412,0.0,0.0,0.5287931034482759,50770.36,0.2643965517241379
1556,SHP01557,Nagpur,Kolkata,Paneer,Non-Refrigerated Truck,State Highway,Hot,1701,6099,87.6,44,20.47,14934.54,2186.82,6831.54,3503.66,88107.87,68,51.79768959435626,0.0,0.0,0.3010294117647059,149007.59999999998,0.1505147058823529
1557,SHP01558,Mumbai,Delhi,Paneer,Non-Refrigerated Truck,Urban Road,Hot,2105,9435,91.43,36,59.34,2283.77,1224.4,2054.58,751.87,79089.25,71,37.57209026128266,0.0,0.0,0.835774647887324,192460.15,0.417887323943662
1558,SHP01559,Jaipur,Nagpur,Fresh Vegetables,Mini Van,State Highway,Foggy,2167,11233,97.17,58,69.76,11604.96,4412.91,1431.4,664.72,25101.95,55,11.583733271804338,14.760000000000003,0.2115825688073395,1.2683636363636364,210567.39,0.7399731025854879
1559,SHP01560,Bengaluru,Ahmedabad,Ready-to-Eat Meals,Mini Van,Urban Road,Rainy,752,2665,87.84,62,17.28,9265.49,4758.37,1396.78,3873.23,18661.51,21,24.815837765957443,0.0,0.0,0.822857142857143,66055.68000000001,0.4114285714285715
1560,SHP01561,Delhi,Chennai,Fresh Vegetables,Refrigerated Truck,National Highway,Foggy,2137,10346,110.22,45,35.13,7067.82,4941.65,1156.04,1386.05,61495.96,53,28.776771174543757,0.0,0.0,0.6628301886792454,235540.14,0.3314150943396227
1561,SHP01562,Chennai,Bengaluru,Milk,Mini Van,Urban Road,Foggy,326,12199,105.28,63,56.38,1035.35,398.58,1125.38,3486.85,96911.98,18,297.27601226993863,38.38,0.6807378503015253,3.1322222222222225,34321.28,1.906480036261874
1562,SHP01563,Hyderabad,Hyderabad,Fish,Mini Van,State Highway,Clear,1361,6278,96.49,50,47.25,5265.12,441.77,6634.49,2377.58,13034.66,30,9.577266715650255,17.25,0.365079365079365,1.575,131322.88999999998,0.9700396825396824
1563,SHP01564,Bengaluru,Ahmedabad,Ready-to-Eat Meals,Mini Van,Urban Road,Foggy,232,12493,89.51,36,59.42,13551.31,4318.24,6171.37,1189.52,108221.51,19,466.47202586206896,40.42,0.6802423426455739,3.127368421052632,20766.32,1.9038053818491028
